text,type,categorie,video
chabola,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299988.mp4
envío,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/451414.mp4
sombra,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299989.mp4
dar un portazo,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/300003.mp4
sociolingüística,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/300008.mp4
maledicencia,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/300004.mp4
empapado,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/475787.mp4
famoso,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/22999.mp4
paso,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299850.mp4
mierda,interjección,lenguaje,https://media.spreadthesign.com/video/mp4/5/299679.mp4
colorido,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/22710.mp4
follar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299677.mp4
coño,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299547.mp4
excederse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299846.mp4
en curso,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299836.mp4
optimista,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299842.mp4
solapar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299847.mp4
red,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299818.mp4
madurez,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299804.mp4
macho,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299791.mp4
masacre,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299801.mp4
fonética,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299867.mp4
ocupar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299849.mp4
pedófilo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299857.mp4
penalizar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299858.mp4
notificación,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299825.mp4
a pesar de esto,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/299822.mp4
fuerzas armadas,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299810.mp4
físicamente,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/299868.mp4
pan comido,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/475054.mp4
contento,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299873.mp4
en ningún lugar,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/299826.mp4
numerar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/299827.mp4
posibilidades,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/299831.mp4
depósito de cadáveres,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/475723.mp4
fragmento,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175774.mp4
peca,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/183224.mp4
ameno,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330678.mp4
congelado,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/278693.mp4
acceder,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330819.mp4
inglés,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175691.mp4
suficiente,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/163674.mp4
elaborado,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152554.mp4
elemental,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152944.mp4
cada,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/150992.mp4
entusiasmar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330887.mp4
equiparar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153143.mp4
igual,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154063.mp4
elevar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152947.mp4
por lo demás,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/429880.mp4
equipar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153144.mp4
borrar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330466.mp4
erguido,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153147.mp4
emerger,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/276990.mp4
énfasis,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/202483.mp4
emitir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152957.mp4
esfuerzo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/271369.mp4
carta,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/9875.mp4
caerse en el hielo,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132922.mp4
disco,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/230431.mp4
hice,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/175626.mp4
diferir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152631.mp4
asignar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/475173.mp4
profundidad,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/192878.mp4
mermar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154210.mp4
merecer,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/180027.mp4
distraer,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152651.mp4
disolver,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152642.mp4
deformar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/151877.mp4
distinguirse ,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/475755.mp4
abolladura,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/276057.mp4
deteriorar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152588.mp4
detectar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152582.mp4
destinar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152575.mp4
impedir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/272197.mp4
determinar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/230395.mp4
destruir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152580.mp4
esquivar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330906.mp4
dirigir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152628.mp4
destapar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/246592.mp4
desalentar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/475725.mp4
decepcionar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/230318.mp4
idear,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/157216.mp4
dedicarse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/230329.mp4
desarrollar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/151966.mp4
motivo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132202.mp4
el más,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/475774.mp4
pesadilla,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132119.mp4
Sr.,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132210.mp4
Sra.,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132211.mp4
noción,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132133.mp4
no,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/282481.mp4
notificación,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/420245.mp4
nada,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132131.mp4
muesca,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132130.mp4
necesario,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132106.mp4
requisito,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/154354.mp4
siguiente,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132118.mp4
murmullo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/156584.mp4
fastidiar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/131811.mp4
mutuo,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/180078.mp4
siesta,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/163596.mp4
misterio,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/180037.mp4
maravilla,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/179963.mp4
misión,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132177.mp4
travesura,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132174.mp4
mezclar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132180.mp4
entender mal,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132178.mp4
mencionar,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132153.mp4
piedad,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132148.mp4
caos,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/151119.mp4
importar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/156557.mp4
modificar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/271428.mp4
móvil,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154870.mp4
moderadamente,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/132183.mp4
gemido,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132181.mp4
podría ser,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/148311.mp4
medio,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/153123.mp4
moderado,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132164.mp4
moral,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132196.mp4
monótono,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/132190.mp4
mente,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132169.mp4
mina explosiva,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/330920.mp4
memorizar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154206.mp4
miembro,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/154825.mp4
meditar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154200.mp4
memoria,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/132149.mp4
estima,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/153364.mp4
evadir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153406.mp4
uniforme,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153808.mp4
evacuar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153403.mp4
evento,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/153409.mp4
extracto,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/152967.mp4
todo el mundo,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/157183.mp4
evidente,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/236497.mp4
cada uno,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/330475.mp4
todos,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/298560.mp4
deducir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/151858.mp4
profundo,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/192879.mp4
declarar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/475717.mp4
excluir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152995.mp4
hacer una excepción,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/175604.mp4
exclamar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152997.mp4
fresco,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/9157.mp4
exclusivo,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152994.mp4
sobresalir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/163626.mp4
bien,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/902.mp4
poner en libertad,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/246543.mp4
desinflar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152567.mp4
degenerar,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/151882.mp4
desafiar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153815.mp4
excusa,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152993.mp4
explicar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/236512.mp4
explorar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/152981.mp4
hecho,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/175615.mp4
aumentar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/149085.mp4
buzón,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175531.mp4
agacharse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153352.mp4
manchita,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/171377.mp4
hacia abajo,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/152036.mp4
principal,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/157522.mp4
individuo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175677.mp4
tirar de,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/278310.mp4
manera,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/154839.mp4
irlandés,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175728.mp4
ello,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/672563.mp4
inicial,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154086.mp4
alardear,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/149010.mp4
creencia,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55386.mp4
comportarse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/58155.mp4
al lado de,preposición,lenguaje,https://media.spreadthesign.com/video/mp4/5/55388.mp4
mejor,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55391.mp4
tener cuidado,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/66113.mp4
delatar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/66114.mp4
más allá de,preposición,lenguaje,https://media.spreadthesign.com/video/mp4/5/475945.mp4
entre,preposición,lenguaje,https://media.spreadthesign.com/video/mp4/5/55421.mp4
atar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330563.mp4
prismáticos,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/70437.mp4
pertenecer,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/58830.mp4
abajo,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/58053.mp4
venda,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55438.mp4
pestañear,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55439.mp4
colgar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55201.mp4
hogar,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/330618.mp4
hueco,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55484.mp4
agarrar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/327997.mp4
grito,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55482.mp4
héroe,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55024.mp4
su,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55468.mp4
lío,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55824.mp4
áspero,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/64977.mp4
honor,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55489.mp4
homónimo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/66506.mp4
elevado,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/415627.mp4
vacilar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/65608.mp4
a él,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/64981.mp4
su,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55469.mp4
golpear,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/179378.mp4
ronco,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55480.mp4
hipoacúsico,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/54978.mp4
estufa,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/330917.mp4
cohesivo,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/64781.mp4
en medio de,preposición,lenguaje,https://media.spreadthesign.com/video/mp4/5/330865.mp4
asumir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330562.mp4
asistir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/388892.mp4
dormido,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/58035.mp4
surtido,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/301205.mp4
aseverar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/64063.mp4
asociar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/59361.mp4
acercarse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330530.mp4
aproximado,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55205.mp4
aprobar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/433887.mp4
levantarse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154319.mp4
análisis,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55300.mp4
analizar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55299.mp4
asombrar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55295.mp4
intento,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/56179.mp4
adjuntar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330534.mp4
asistir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55414.mp4
alrededor,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/149022.mp4
antónimo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55116.mp4
anunciar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56178.mp4
respuesta,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55108.mp4
aparte,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/66105.mp4
aparecer,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/330455.mp4
disculparse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/66104.mp4
aplaudir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56099.mp4
apóstrofe,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/64062.mp4
hipoacúsico,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/6106.mp4
pedir prestado,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/475050.mp4
incomodar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55113.mp4
cambio,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/451406.mp4
botar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/57236.mp4
ambos,conjunción,lenguaje,https://media.spreadthesign.com/video/mp4/5/330542.mp4
el fondo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/271260.mp4
inclinarse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/278568.mp4
fardo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/330738.mp4
a mi,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/6116.mp4
pandilla,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/183170.mp4
lacra,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/179483.mp4
amplio,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/66115.mp4
brillante,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/263105.mp4
braille,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/57243.mp4
fanfarronear,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/175825.mp4
devolver,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/6127.mp4
pompa,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/64793.mp4
recinto,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/6068.mp4
mocoso,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/64767.mp4
callarse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/64987.mp4
¿qué?,interjección,lenguaje,https://media.spreadthesign.com/video/mp4/5/55497.mp4
opción,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55405.mp4
cola,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55740.mp4
animar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56373.mp4
fiel,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56377.mp4
repetir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55745.mp4
ella,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/57285.mp4
él,pronombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/54977.mp4
poder,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/427479.mp4
abreviar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/58028.mp4
seguro,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55798.mp4
despacio,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/55791.mp4
aprovecharse de,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/69762.mp4
situación,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55790.mp4
tampoco,conjunción,lenguaje,https://media.spreadthesign.com/video/mp4/5/55404.mp4
broma,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/56400.mp4
lingüística,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/56405.mp4
disipar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55396.mp4
complicar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56105.mp4
correcto,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/409088.mp4
demostrar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/433886.mp4
continuar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55189.mp4
disponible,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/66110.mp4
aprovechar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/57298.mp4
iniciar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55547.mp4
inspeccionar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55703.mp4
persistir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56920.mp4
inyectar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55549.mp4
incentivo,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55533.mp4
mejorar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55530.mp4
importante,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55528.mp4
implicar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/175666.mp4
en,preposición,lenguaje,https://media.spreadthesign.com/video/mp4/5/55531.mp4
impresionar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56908.mp4
despertar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55055.mp4
horrible,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56929.mp4
ser consciente de,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/151033.mp4
evitar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55347.mp4
integrar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/58827.mp4
en vez de,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/330867.mp4
intelecto,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55711.mp4
instruir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55706.mp4
incidente,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55534.mp4
indicar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55538.mp4
ciertamente,adverbio,lenguaje,https://media.spreadthesign.com/video/mp4/5/330629.mp4
incluir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55535.mp4
identificar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55518.mp4
frase hecha,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175789.mp4
interpretar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/56924.mp4
interferir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/175715.mp4
intenso,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55712.mp4
inferior,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/66509.mp4
infiltrarse en,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/154079.mp4
inflar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55353.mp4
ilusión,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55521.mp4
advertencia,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55132.mp4
mirar algo,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/6219.mp4
cesar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55134.mp4
causa,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55131.mp4
poder,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/190900.mp4
tirar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55129.mp4
atrapar,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/57551.mp4
categoría,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/56348.mp4
lengua de signos,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/6178.mp4
captura,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/57552.mp4
centro,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/330627.mp4
cartón,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/55126.mp4
portar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/246514.mp4
no poder,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/55124.mp4
tener permitido,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/6169.mp4
plantearse,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/69235.mp4
conservar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/69239.mp4
estreñir,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/153387.mp4
consistente,adjetivo,lenguaje,https://media.spreadthesign.com/video/mp4/5/301090.mp4
completar,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/151199.mp4
comprender,verbo,lenguaje,https://media.spreadthesign.com/video/mp4/5/58069.mp4
halago,nombre,lenguaje,https://media.spreadthesign.com/video/mp4/5/175609.mp4
